# wavelength(um)    fp/fs
0.116927     5.39538000e-04
0.116966     5.80667000e-04
0.117005     6.63175000e-04
0.117044     6.44957000e-04
0.117083     6.68883000e-04
0.117122     6.58866000e-04
0.117161     5.49700000e-04
0.117200     6.33190000e-04
0.117239     5.78679000e-04
0.117278     6.06219000e-04
0.117317     6.40433000e-04
0.117356     6.33344000e-04
0.117395     6.49702000e-04
0.117434     5.34400000e-04
0.117474     6.05803000e-04
0.117513     6.67317000e-04
0.117552     6.07538000e-04
0.117591     6.66527000e-04
0.117630     6.03424000e-04
0.117670     5.81575000e-04
0.117709     6.13601000e-04
0.117748     5.01744000e-04
0.117787     6.34733000e-04
0.117827     5.14317000e-04
0.117866     4.98083000e-04
0.117905     5.58823000e-04
0.117944     6.61399000e-04
0.117984     6.38588000e-04
0.118023     5.79795000e-04
0.118062     5.73874000e-04
0.118102     6.63461000e-04
0.118141     6.50732000e-04
0.118180     5.20268000e-04
0.118220     5.80445000e-04
0.118259     9.36188000e-04
0.118299     5.25852000e-04
0.118338     5.72596000e-04
0.118378     5.54957000e-04
0.118417     6.58479000e-04
0.118457     5.13717000e-04
0.118496     5.36097000e-04
0.118535     5.61079000e-04
0.118575     6.48763000e-04
0.118615     5.25426000e-04
0.118654     6.52543000e-04
0.118694     6.59407000e-04
0.118733     6.54787000e-04
0.118773     6.68864000e-04
0.118812     5.83087000e-04
0.118852     6.41921000e-04
0.118892     6.75412000e-04
0.118931     5.03440000e-04
0.118971     6.63170000e-04
0.119011     6.28329000e-04
0.119050     6.73416000e-04
0.119090     6.53416000e-04
0.119130     5.19097000e-04
0.119169     5.66042000e-04
0.119209     6.47329000e-04
0.119249     6.23899000e-04
0.119288     6.76344000e-04
0.119328     9.20621000e-04
0.119368     5.64905000e-04
0.119408     6.09551000e-04
0.119448     6.52953000e-04
0.119487     6.63798000e-04
0.119527     5.02538000e-04
0.119567     5.44181000e-04
0.119607     6.16518000e-04
0.119647     6.64005000e-04
0.119687     6.57903000e-04
0.119727     1.05194000e-03
0.119767     5.05922000e-04
0.119806     1.49825000e-03
0.119846     4.67801000e-04
0.119886     5.22484000e-04
0.119926     6.34823000e-04
0.119966     7.57921000e-04
0.120006     6.56191000e-04
0.120046     6.73651000e-04
0.120086     6.36059000e-04
0.120126     6.53309000e-04
0.120166     5.85702000e-04
0.120206     4.88504000e-04
0.120246     5.90939000e-04
0.120287     4.00417000e-04
0.120327     6.77161000e-04
0.120367     6.60263000e-04
0.120407     6.42560000e-04
0.120447     5.31210000e-04
0.120487     6.18798000e-04
0.120527     6.50345000e-04
0.120567     4.79736000e-04
0.120608     6.07371000e-04
0.120648     5.69450000e-04
0.120688     4.99787000e-04
0.120728     5.17403000e-04
0.120769     4.72088000e-04
0.120809     4.81256000e-04
0.120849     5.00190000e-04
0.120889     5.42552000e-04
0.120930     6.30612000e-04
0.120970     6.68656000e-04
0.121010     6.21313000e-04
0.121051     5.72767000e-04
0.121091     6.69597000e-04
0.121131     9.75445000e-04
0.121172     1.53839000e-03
0.121212     7.29702000e-04
0.121253     2.41014000e-03
0.121293     2.81602000e-03
0.121333     6.90198000e-04
0.121374     3.38485000e-02
0.121414     1.60073000e-02
0.121455     6.79670000e-04
0.121495     2.35998000e-03
0.121536     8.45346000e-03
0.121576     1.34143000e-03
0.121617     1.95635000e-03
0.121657     9.45156000e-03
0.121698     7.48590000e-04
0.121738     9.36684000e-04
0.121779     1.40138000e-03
0.121820     1.66561000e-03
0.121860     6.71305000e-04
0.121901     7.98404000e-04
0.121941     2.51516000e-03
0.121982     6.85519000e-04
0.122023     6.50892000e-04
0.122063     5.94806000e-04
0.122104     6.63660000e-04
0.122145     6.82100000e-04
0.122186     6.12688000e-04
0.122226     5.63674000e-04
0.122267     4.92963000e-04
0.122308     6.49879000e-04
