# wavelength(um)    fp/fs
0.111336     8.29022000e-05
0.111374     6.12804000e-05
0.111411     7.25637000e-05
0.111448     8.85327000e-05
0.111485     7.81523000e-05
0.111522     8.69990000e-05
0.111559     1.39011000e-08
0.111596     8.62841000e-05
0.111634     7.96537000e-05
0.111671     4.00166000e-05
0.111708     7.96411000e-05
0.111745     8.62021000e-05
0.111783     5.15265000e-05
0.111820     7.70410000e-05
0.111857     7.31134000e-06
0.111894     4.18027000e-05
0.111932     8.87905000e-05
0.111969     8.10249000e-05
0.112006     8.08740000e-05
0.112044     8.59930000e-05
0.112081     6.42426000e-05
0.112118     8.61129000e-05
0.112156     4.82657000e-07
0.112193     1.30137000e-08
0.112231     8.79977000e-05
0.112268     8.76067000e-05
0.112305     7.04442000e-07
0.112343     9.13631000e-05
0.112380     8.62263000e-05
0.112418     9.12681000e-05
0.112455     8.98729000e-05
0.112493     8.56384000e-05
0.112530     8.71421000e-05
0.112568     9.05740000e-05
0.112605     7.56508000e-05
0.112643     2.77856000e-07
0.112680     7.66421000e-05
0.112718     8.91458000e-05
0.112755     9.94360000e-06
0.112793     8.70713000e-05
0.112831     9.04975000e-05
0.112868     9.02643000e-05
0.112906     8.83248000e-05
0.112943     8.64974000e-05
0.112981     8.87991000e-05
0.113019     8.71955000e-05
0.113056     1.76051000e-05
0.113094     7.44712000e-05
0.113132     1.05171000e-07
0.113170     7.72019000e-05
0.113207     6.15095000e-05
0.113245     8.07648000e-05
0.113283     1.15238000e-06
0.113320     7.08056000e-05
0.113358     7.31670000e-05
0.113396     5.82119000e-05
0.113434     8.07057000e-06
0.113472     5.04137000e-05
0.113509     3.48780000e-08
0.113547     3.13040000e-06
0.113585     1.31106000e-05
0.113623     3.96941000e-05
0.113661     5.54426000e-05
0.113699     9.16954000e-07
0.113737     2.57780000e-05
0.113775     7.83106000e-06
0.113813     6.32411000e-08
0.113850     8.02548000e-05
0.113888     7.73408000e-09
0.113926     7.91730000e-05
0.113964     7.54748000e-05
0.114002     7.90137000e-08
0.114040     1.71245000e-08
0.114078     8.64796000e-05
0.114116     4.58672000e-05
0.114154     1.13045000e-06
0.114192     3.91934000e-07
0.114231     1.72019000e-05
0.114269     7.33856000e-05
0.114307     7.58167000e-05
0.114345     6.74571000e-05
0.114383     7.71292000e-05
0.114421     2.99677000e-07
0.114459     5.35631000e-05
0.114497     8.20626000e-05
0.114536     4.38830000e-05
0.114574     6.50608000e-09
0.114612     4.14342000e-07
0.114650     8.38893000e-05
0.114688     7.98003000e-05
0.114727     2.06083000e-05
0.114765     1.37630000e-06
0.114803     8.39935000e-05
0.114841     2.87677000e-07
0.114880     3.97259000e-06
0.114918     5.01963000e-05
0.114956     6.92965000e-05
0.114994     2.98796000e-05
0.115033     7.41626000e-05
0.115071     2.83530000e-08
0.115110     8.91742000e-05
0.115148     7.76880000e-05
0.115186     3.94856000e-05
0.115225     3.20571000e-05
0.115263     4.68654000e-06
0.115301     8.68248000e-05
0.115340     8.08377000e-05
0.115378     7.94256000e-05
0.115417     2.90609000e-05
0.115455     8.82413000e-05
0.115494     8.90385000e-05
0.115532     7.94089000e-05
0.115571     7.73701000e-05
0.115609     1.99853000e-05
0.115648     8.43090000e-05
0.115686     8.56786000e-05
0.115725     8.09171000e-05
0.115764     1.70936000e-06
0.115802     7.69582000e-05
0.115841     8.09861000e-05
0.115879     8.33682000e-05
0.115918     1.64707000e-07
0.115957     8.07497000e-05
0.115995     7.24282000e-05
0.116034     3.45545000e-05
0.116073     7.82816000e-05
0.116111     7.89339000e-05
0.116150     7.55013000e-05
0.116189     2.39710000e-08
0.116227     7.02388000e-05
0.116266     1.92195000e-07
0.116305     9.82555000e-08
0.116344     2.82485000e-05
0.116383     5.34979000e-09
0.116421     3.13703000e-05
0.116460     5.19243000e-05
0.116499     6.15144000e-05
0.116538     5.92902000e-05
0.116577     3.53963000e-05
0.116615     6.64856000e-05
0.116654     1.20842000e-07
0.116693     1.88260000e-05
0.116732     5.80078000e-05
0.116771     6.31136000e-05
0.116810     6.04361000e-05
0.116849     5.17413000e-05
0.116888     5.45736000e-05
0.116927     4.33295000e-05
0.116966     7.47326000e-07
0.117005     4.09510000e-05
0.117044     3.61088000e-05
0.117083     2.93059000e-05
0.117122     2.13953000e-05
0.117161     9.81191000e-07
0.117200     5.36445000e-06
0.117239     5.68303000e-07
0.117278     8.02770000e-07
0.117317     5.85295000e-06
0.117356     1.35679000e-05
0.117395     2.13923000e-05
0.117434     1.15362000e-05
0.117474     3.12156000e-05
0.117513     3.72001000e-05
0.117552     3.85325000e-05
0.117591     3.59458000e-05
0.117630     3.68441000e-05
0.117670     5.68301000e-07
0.117709     2.40968000e-05
0.117748     5.78598000e-06
0.117787     5.75328000e-06
0.117827     1.73046000e-08
0.117866     4.03071000e-06
0.117905     1.15617000e-05
0.117944     2.40457000e-05
0.117984     3.11358000e-05
0.118023     9.32088000e-09
0.118062     2.46432000e-05
0.118102     3.35633000e-05
0.118141     2.57413000e-05
0.118180     7.92097000e-07
0.118220     1.24019000e-06
0.118259     1.98969000e-07
0.118299     2.57699000e-06
0.118338     2.57858000e-06
0.118378     8.56166000e-08
0.118417     2.52018000e-05
0.118457     3.77918000e-06
0.118496     4.34244000e-07
0.118535     1.49444000e-06
0.118575     3.59651000e-06
0.118615     3.33518000e-07
0.118654     1.60815000e-05
0.118694     3.05227000e-05
0.118733     2.51822000e-05
0.118773     3.84325000e-05
0.118812     4.28319000e-05
0.118852     4.95105000e-05
0.118892     5.91007000e-05
0.118931     5.17856000e-08
0.118971     4.67416000e-05
0.119011     7.50528000e-06
0.119050     5.33179000e-05
0.119090     2.89630000e-05
0.119130     1.99733000e-05
0.119169     2.34317000e-06
0.119209     1.62858000e-05
0.119249     3.81307000e-05
0.119288     5.50674000e-05
0.119328     4.08350000e-05
0.119368     1.02873000e-07
0.119408     8.13528000e-06
0.119448     5.74957000e-05
0.119487     5.86621000e-05
0.119527     9.03590000e-08
0.119567     1.67958000e-05
0.119607     1.68953000e-05
0.119647     3.66459000e-05
0.119687     5.88971000e-05
0.119727     5.52364000e-06
0.119767     2.17122000e-05
0.119806     1.99974000e-05
0.119846     1.02556000e-06
0.119886     3.50280000e-09
0.119926     4.76312000e-05
0.119966     2.02400000e-05
0.120006     5.02333000e-05
0.120046     5.00640000e-05
0.120086     6.03187000e-05
0.120126     3.08802000e-05
0.120166     1.14739000e-05
0.120206     4.67150000e-06
0.120246     7.34794000e-05
0.120287     6.32938000e-09
0.120327     5.96527000e-05
0.120367     6.06373000e-05
0.120407     2.74929000e-05
0.120447     8.63890000e-07
0.120487     5.11752000e-05
0.120527     6.27195000e-05
0.120567     1.64678000e-07
0.120608     5.38249000e-05
0.120648     1.21760000e-05
0.120688     4.53107000e-05
0.120728     5.88063000e-06
0.120769     9.24027000e-08
0.120809     1.35823000e-06
0.120849     9.08463000e-06
0.120889     2.86001000e-08
0.120930     6.78342000e-05
0.120970     3.73506000e-05
0.121010     5.34573000e-05
0.121051     6.17810000e-06
0.121091     4.58949000e-05
0.121131     4.34966000e-05
0.121172     1.80324000e-08
0.121212     6.42326000e-05
0.121253     2.32817000e-08
0.121293     5.76347000e-09
0.121333     1.13237000e-06
0.121374     1.13042000e-07
0.121414     1.28309000e-08
0.121455     5.78622000e-05
0.121495     4.91064000e-06
0.121536     1.57604000e-08
0.121576     1.95917000e-07
0.121617     2.67255000e-05
0.121657     1.20857000e-08
0.121698     6.63029000e-05
0.121738     2.06162000e-05
0.121779     1.41669000e-07
0.121820     9.94524000e-09
0.121860     5.74924000e-05
0.121901     8.33593000e-06
0.121941     8.15046000e-07
0.121982     6.91327000e-05
0.122023     6.24263000e-07
0.122063     2.78003000e-05
0.122104     6.31791000e-05
0.122145     7.00691000e-05
0.122186     6.75003000e-05
0.122226     2.13614000e-08
0.122267     5.26396000e-08
0.122308     5.40645000e-05
0.122349     7.22199000e-06
0.122389     4.33719000e-07
0.122430     7.08199000e-05
0.122471     6.73741000e-05
0.122512     3.48503000e-07
0.122553     8.36084000e-08
0.122593     7.01629000e-05
0.122634     7.24165000e-05
0.122675     6.67131000e-05
0.122716     4.56546000e-05
0.122757     4.40754000e-05
0.122798     4.95457000e-05
0.122839     4.47910000e-05
0.122880     3.69882000e-05
0.122921     4.94622000e-06
0.122962     3.42640000e-05
0.123003     7.22370000e-06
0.123044     3.21994000e-05
0.123085     3.11545000e-09
0.123126     2.35909000e-06
0.123167     2.43854000e-05
0.123208     4.30842000e-05
0.123249     5.56678000e-05
0.123290     3.40899000e-05
0.123331     1.14653000e-05
0.123372     4.91386000e-05
0.123413     1.47076000e-05
0.123454     4.80756000e-05
0.123496     3.18377000e-05
0.123537     8.72301000e-06
0.123578     1.06592000e-07
0.123619     3.04282000e-09
0.123660     2.29805000e-07
0.123702     1.67262000e-05
0.123743     3.41325000e-05
0.123784     2.46986000e-05
0.123825     1.04322000e-05
0.123867     5.06153000e-05
0.123908     1.20085000e-05
0.123949     5.08706000e-05
0.123991     4.36891000e-05
0.124032     7.30474000e-09
0.124073     2.71249000e-05
0.124115     1.21528000e-06
0.124156     7.31085000e-07
0.124197     2.46895000e-05
0.124239     1.67598000e-05
0.124280     5.48743000e-05
0.124322     3.55022000e-07
0.124363     7.47172000e-07
0.124404     4.70950000e-06
0.124446     1.38567000e-05
0.124487     1.63643000e-05
0.124529     2.46051000e-09
0.124570     6.29821000e-06
0.124612     6.73652000e-06
0.124653     1.93747000e-08
0.124695     1.90492000e-06
0.124737     7.14017000e-06
0.124778     1.61290000e-05
0.124820     2.05180000e-05
0.124861     6.24759000e-06
0.124903     1.20285000e-05
0.124945     2.81510000e-08
0.124986     1.32416000e-05
0.125028     2.10105000e-06
0.125070     2.41698000e-06
0.125111     2.58318000e-08
0.125153     6.24834000e-06
0.125195     1.91867000e-06
0.125236     1.64718000e-05
0.125278     1.93229000e-06
0.125320     4.67762000e-06
0.125362     1.74990000e-08
0.125403     2.26664000e-05
0.125445     2.21709000e-05
0.125487     6.92454000e-06
0.125529     1.56496000e-06
0.125571     1.88625000e-07
0.125613     2.20299000e-07
0.125655     6.21141000e-06
0.125696     1.08017000e-06
0.125738     2.84283000e-06
0.125780     2.89592000e-09
0.125822     2.64939000e-08
0.125864     1.59066000e-06
0.125906     8.05773000e-06
0.125948     2.56131000e-07
