# Passband info could be (1) a path to a filter file or
# (2) a tophat filter defined by a central wavelength, half-width,
# and optionally a name

# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (none, percent, ppt, ppm)
# and also indicates that there's data and uncertainties to read
# as two columns before the passband info

@DEPTH_UNITS
percent

# depth    depth_err     wl  half_width    instrument
@DATA
    1.65753      0.00653     1.87508    0.00521    niriss
    1.64624      0.00624     1.88552    0.00524    niriss
    1.66540      0.00635     1.89603    0.00527    niriss
    1.65207      0.00636     1.90659    0.00530    niriss
    1.65975      0.00646     1.91721    0.00533    niriss
    1.65126      0.00656     1.92789    0.00536    niriss
    1.65299      0.00664     1.93863    0.00539    niriss
    1.64991      0.00685     1.94943    0.00542    niriss
    1.66750      0.00678     1.96029    0.00545    niriss
    1.64066      0.00658     1.97121    0.00548    niriss
    1.63757      0.00708     1.98219    0.00551    niriss
    1.63630      0.00708     1.99324    0.00554    niriss
    1.63960      0.00681     2.00434    0.00557    niriss
    1.63277      0.00689     2.01551    0.00560    niriss
    1.64188      0.00733     2.02674    0.00563    niriss
    1.63817      0.00709     2.03803    0.00566    niriss
    1.62491      0.00716     2.04938    0.00569    niriss
    1.65014      0.00767     2.06080    0.00572    niriss
    1.62291      0.00738     2.07228    0.00576    niriss
    1.63165      0.00746     2.08382    0.00579    niriss
    1.63600      0.00756     2.09543    0.00582    niriss
    1.65375      0.00764     2.10711    0.00585    niriss
    1.66200      0.00777     2.11885    0.00589    niriss
    1.66967      0.00753     2.13065    0.00592    niriss
    1.65531      0.00791     2.14252    0.00595    niriss
    1.69757      0.00801     2.15446    0.00598    niriss
    1.68513      0.00786     2.16646    0.00602    niriss
    1.68051      0.00829     2.17853    0.00605    niriss
    1.69345      0.00804     2.19066    0.00609    niriss
    1.72999      0.00850     2.20287    0.00612    niriss
    1.72618      0.00822     2.21514    0.00615    niriss
    1.71904      0.00834     2.22748    0.00619    niriss
    1.73686      0.00846     2.23989    0.00622    niriss
    1.71560      0.00893     2.25237    0.00626    niriss
    1.73531      0.00871     2.26492    0.00629    niriss
    1.73495      0.00886     2.27754    0.00633    niriss
    1.73374      0.00903     2.29022    0.00636    niriss
    1.72881      0.00887     2.30298    0.00640    niriss
    1.73978      0.00929     2.31581    0.00643    niriss
    1.72725      0.00962     2.32871    0.00647    niriss
    1.73628      0.00927     2.34169    0.00650    niriss
    1.75407      0.00993     2.35473    0.00654    niriss
    1.74120      0.00954     2.36785    0.00658    niriss
    1.74698      0.01024     2.38104    0.00661    niriss
    1.73472      0.00987     2.39431    0.00665    niriss
    1.73336      0.01000     2.40765    0.00669    niriss
    1.73453      0.01028     2.42106    0.00673    niriss
    1.72062      0.01030     2.43455    0.00676    niriss
    1.71466      0.01060     2.44811    0.00680    niriss
    1.73623      0.01061     2.46175    0.00684    niriss
    1.72275      0.01092     2.47546    0.00688    niriss
    1.69927      0.01114     2.48925    0.00691    niriss
    1.71058      0.01080     2.50312    0.00695    niriss
    1.69937      0.01134     2.51707    0.00699    niriss
    1.69790      0.01103     2.53109    0.00703    niriss
    1.68818      0.01167     2.54519    0.00707    niriss
    1.72063      0.01139     2.55937    0.00711    niriss
    1.69957      0.01183     2.57363    0.00715    niriss
    1.69370      0.01156     2.58797    0.00719    niriss
    1.69977      0.01160     2.60238    0.00723    niriss
    1.70812      0.01186     2.61688    0.00727    niriss
    1.68209      0.01210     2.63146    0.00731    niriss
    1.68811      0.01227     2.64612    0.00735    niriss
    1.69268      0.01203     2.66086    0.00739    niriss
    1.67117      0.01247     2.67569    0.00743    niriss
    1.66087      0.01256     2.69059    0.00747    niriss
    1.67710      0.01239     2.70558    0.00752    niriss
    1.68270      0.01257     2.72065    0.00756    niriss
    1.66275      0.01317     2.73581    0.00760    niriss
    1.67133      0.01294     2.75105    0.00764    niriss
    1.66323      0.01320     2.76638    0.00768    niriss
    1.69263      0.01349     2.78179    0.00773    niriss
    1.65380      0.01387     2.79729    0.00777    niriss
    1.66733      0.00595     2.87854    0.00800    nirspec
    1.66450      0.00589     2.89458    0.00804    nirspec
    1.66988      0.00581     2.91070    0.00809    nirspec
    1.67189      0.00573     2.92692    0.00813    nirspec
    1.66891      0.00560     2.94322    0.00818    nirspec
    1.66733      0.00537     2.95962    0.00822    nirspec
    1.66832      0.00539     2.97611    0.00827    nirspec
    1.66958      0.00523     2.99269    0.00831    nirspec
    1.67792      0.00529     3.00936    0.00836    nirspec
    1.67820      0.00517     3.02613    0.00841    nirspec
    1.69439      0.00516     3.04298    0.00845    nirspec
    1.70815      0.00503     3.05994    0.00850    nirspec
    1.72003      0.00513     3.07698    0.00855    nirspec
    1.73732      0.00503     3.09413    0.00859    nirspec
    1.73793      0.00515     3.11136    0.00864    nirspec
    1.74207      0.00502     3.12870    0.00869    nirspec
    1.75500      0.00503     3.14613    0.00874    nirspec
    1.76216      0.00503     3.16365    0.00879    nirspec
    1.76206      0.00505     3.18128    0.00884    nirspec
    1.77007      0.00499     3.19900    0.00889    nirspec
    1.76961      0.00510     3.21682    0.00894    nirspec
    1.76288      0.00502     3.23475    0.00899    nirspec
    1.75965      0.00502     3.25277    0.00904    nirspec
    1.75518      0.00502     3.27089    0.00909    nirspec
    1.74942      0.00504     3.28911    0.00914    nirspec
    1.76729      0.00503     3.30743    0.00919    nirspec
    1.80924      0.00500     3.32586    0.00924    nirspec
    1.78839      0.00500     3.34439    0.00929    nirspec
    1.75881      0.00511     3.36302    0.00934    nirspec
    1.76319      0.00504     3.38175    0.00939    nirspec
    1.75626      0.00503     3.40059    0.00945    nirspec
    1.75795      0.00510     3.41954    0.00950    nirspec
    1.75148      0.00510     3.43859    0.00955    nirspec
    1.76788      0.00505     3.45775    0.00960    nirspec
    1.76529      0.00506     3.47701    0.00966    nirspec
    1.76485      0.00510     3.49638    0.00971    nirspec
    1.75440      0.00515     3.51586    0.00977    nirspec
    1.75584      0.00516     3.53545    0.00982    nirspec
    1.74267      0.00510     3.55514    0.00988    nirspec
    1.74610      0.00514     3.57495    0.00993    nirspec
    1.74422      0.00528     3.59486    0.00999    nirspec
    1.74050      0.00522     3.61489    0.01004    nirspec
    1.73738      0.00520     3.63503    0.01010    nirspec
    1.71756      0.00534     3.65528    0.01015    nirspec
    1.72045      0.00533     3.67564    0.01021    nirspec
    1.72125      0.00543     3.69612    0.01027    nirspec
    1.71191      0.00669     3.71671    0.01032    nirspec
    1.70087      0.00847     3.82140    0.01062    nirspec
    1.70904      0.00565     3.84269    0.01067    nirspec
    1.69709      0.00574     3.86410    0.01073    nirspec
    1.69504      0.00580     3.88563    0.01079    nirspec
    1.69782      0.00577     3.90727    0.01085    nirspec
    1.70510      0.00583     3.92904    0.01091    nirspec
    1.70261      0.00592     3.95093    0.01097    nirspec
    1.70222      0.00598     3.97294    0.01104    nirspec
    1.69090      0.00599     3.99507    0.01110    nirspec
    1.68889      0.00616     4.01733    0.01116    nirspec
    1.69048      0.00614     4.03971    0.01122    nirspec
    1.68366      0.00625     4.06222    0.01128    nirspec
    1.67974      0.00632     4.08485    0.01135    nirspec
    1.68783      0.00629     4.10760    0.01141    nirspec
    1.66766      0.00645     4.13049    0.01147    nirspec
    1.66151      0.00645     4.15350    0.01154    nirspec
    1.66609      0.00656     4.17664    0.01160    nirspec
    1.67626      0.00660     4.19991    0.01167    nirspec
    1.67934      0.00671     4.22330    0.01173    nirspec
    1.68578      0.00671     4.24683    0.01180    nirspec
    1.67339      0.00681     4.27049    0.01186    nirspec
    1.68569      0.00706     4.29428    0.01193    nirspec
    1.69647      0.00721     4.31821    0.01200    nirspec
    1.68091      0.00730     4.34226    0.01206    nirspec
    1.68942      0.00751     4.36645    0.01213    nirspec
    1.68737      0.00765     4.39078    0.01220    nirspec
    1.68032      0.00790     4.41524    0.01226    nirspec
    1.68735      0.00787     4.43984    0.01233    nirspec
    1.67139      0.00808     4.46457    0.01240    nirspec
    1.69152      0.00813     4.48944    0.01247    nirspec
    1.69411      0.00829     4.51445    0.01254    nirspec
    1.70289      0.00853     4.53960    0.01261    nirspec
    1.67781      0.00846     4.56490    0.01268    nirspec
    1.69676      0.00876     4.59033    0.01275    nirspec
    1.67216      0.00876     4.61590    0.01282    nirspec
    1.67949      0.00882     4.64161    0.01289    nirspec
    1.67121      0.00905     4.66747    0.01297    nirspec
    1.68457      0.00898     4.69348    0.01304    nirspec
    1.67319      0.00920     4.71962    0.01311    nirspec
    1.68221      0.00923     4.74592    0.01318    nirspec
    1.68655      0.00938     4.77236    0.01326    nirspec
    1.68032      0.00953     4.79894    0.01333    nirspec
    1.68720      0.00972     4.82568    0.01340    nirspec
    1.69282      0.00985     4.85256    0.01348    nirspec
    1.69683      0.00984     4.87960    0.01355    nirspec
    1.69710      0.01000     4.90678    0.01363    nirspec
    1.67989      0.01016     4.93412    0.01371    nirspec
    1.69169      0.01021     4.96160    0.01378    nirspec
    1.67786      0.01042     4.98925    0.01386    nirspec
    1.66358      0.01057     5.01704    0.01394    nirspec
    1.69790      0.01053     5.04499    0.01401    nirspec
    1.68693      0.01070     5.07310    0.01409    nirspec
    1.65418      0.01072     5.10136    0.01417    nirspec
    1.69777      0.01089     5.12978    0.01425    nirspec
    1.69159      0.01121     5.15836    0.01433    nirspec
    1.68575      0.00934     5.05288    0.03158    miri
    1.67394      0.00831     5.11644    0.03198    miri
    1.67332      0.00818     5.18080    0.03238    miri
    1.67950      0.00827     5.24597    0.03279    miri
    1.69949      0.00846     5.31195    0.03320    miri
    1.67426      0.00859     5.37877    0.03362    miri
    1.69227      0.00874     5.44643    0.03404    miri
    1.68603      0.00895     5.51494    0.03447    miri
    1.67998      0.00918     5.58431    0.03490    miri
    1.66998      0.00935     5.65455    0.03534    miri
    1.70484      0.00682     5.72568    0.03579    miri
    1.70055      0.00985     5.79770    0.03624    miri
    1.71746      0.00988     5.87062    0.03669    miri
    1.71540      0.00715     5.94447    0.03715    miri
    1.73020      0.01047     6.01924    0.03762    miri
    1.71616      0.00758     6.09496    0.03809    miri
    1.71240      0.01085     6.17162    0.03857    miri
    1.72508      0.00774     6.24925    0.03906    miri
    1.71659      0.00786     6.32786    0.03955    miri
    1.72436      0.01128     6.40746    0.04005    miri
    1.72380      0.00816     6.48805    0.04055    miri
    1.71844      0.00838     6.56966    0.04106    miri
    1.68845      0.00843     6.65230    0.04158    miri
    1.70090      0.00870     6.73598    0.04210    miri
    1.72072      0.00893     6.82071    0.04263    miri
    1.71443      0.00901     6.90650    0.04317    miri
    1.72959      0.00765     6.99338    0.04371    miri
    1.72436      0.00959     7.08134    0.04426    miri
    1.74877      0.00960     7.17042    0.04482    miri
    1.76717      0.00805     7.26061    0.04538    miri
    1.75911      0.01024     7.35194    0.04595    miri
    1.76944      0.00859     7.44442    0.04653    miri
    1.76703      0.00881     7.53806    0.04711    miri
    1.75465      0.00916     7.63287    0.04771    miri
    1.79509      0.01146     7.72889    0.04831    miri
    1.75639      0.00963     7.82610    0.04891    miri
    1.76556      0.00995     7.92455    0.04953    miri
    1.74685      0.00888     8.02423    0.05015    miri
    1.73383      0.01057     8.12516    0.05078    miri
    1.73908      0.01083     8.22736    0.05142    miri
    1.73438      0.00956     8.33085    0.05207    miri
    1.73705      0.01132     8.43564    0.05272    miri
    1.73862      0.01002     8.54175    0.05339    miri
    1.70484      0.01026     8.64919    0.05406    miri
    1.71207      0.01065     8.75799    0.05474    miri
    1.72207      0.01104     8.86815    0.05543    miri
    1.73084      0.01147     8.97970    0.05612    miri
    1.68673      0.01195     9.09265    0.05683    miri
    1.69999      0.01113     9.20703    0.05754    miri
    1.71742      0.01298     9.32284    0.05827    miri
    1.65473      0.01218     9.44011    0.05900    miri
    1.67545      0.01237     9.55885    0.05974    miri
    1.66867      0.01304     9.67909    0.06049    miri
    1.64697      0.01269     9.80084    0.06126    miri
    1.64987      0.01435     9.92412    0.06203    miri
    1.67823      0.01412    10.04895    0.06281    miri
    1.64094      0.01531    10.17535    0.06360    miri
    1.67528      0.01635    10.30334    0.06440    miri
    1.64589      0.01824    10.43294    0.06521    miri
    1.69143      0.02007    10.56418    0.06603    miri
    1.67510      0.02077    10.69706    0.06686    miri
    1.62277      0.02319    10.83161    0.06770    miri
    1.66632      0.02581    10.96786    0.06855    miri
    1.68976      0.02936    11.10582    0.06941    miri
    1.67754      0.03053    11.24552    0.07028    miri
    1.69873      0.03369    11.38697    0.07117    miri
    1.63431      0.03772    11.53020    0.07206    miri
    1.65148      0.04156    11.67524    0.07297    miri
    1.68897      0.04861    11.82209    0.07389    miri
