# Wavelength              Flux
#         um   erg s-1 cm-2 cm
     0.16933   1.214203339e+01
     0.16955   1.091573618e+01
     0.16978   1.322855789e+01
     0.17001   1.521604652e+01
     0.17023   1.653505097e+01
     0.17046   1.909202643e+01
     0.17069   1.990660496e+01
     0.17092   2.204830177e+01
     0.17114   2.427209095e+01
     0.17137   2.260850504e+01
     0.17160   2.230706161e+01
     0.17183   2.326200910e+01
     0.17206   2.317234639e+01
     0.17229   2.243406768e+01
     0.17252   2.804174391e+01
     0.17275   2.769881679e+01
     0.17298   2.834016139e+01
     0.17321   2.098053939e+01
     0.17344   2.744256257e+01
     0.17367   2.582805288e+01
     0.17390   3.194229499e+01
     0.17414   2.272637235e+01
     0.17437   2.984806951e+01
     0.17460   2.957575853e+01
     0.17483   2.959237495e+01
     0.17507   3.322732981e+01
     0.17530   3.949566991e+01
     0.17553   3.839248757e+01
     0.17577   3.608803574e+01
     0.17600   4.527200064e+01
     0.17624   4.097936060e+01
     0.17647   4.029549608e+01
     0.17671   4.856043067e+01
     0.17694   2.767686617e+01
     0.17718   4.118150843e+01
     0.17742   5.314068170e+01
     0.17765   5.065999929e+01
     0.17789   7.125006160e+01
     0.17813   6.685677787e+01
     0.17837   6.729724301e+01
     0.17860   8.121809152e+01
     0.17884   7.522264342e+01
     0.17908   9.243412685e+01
     0.17932   9.525731575e+01
     0.17956   1.318205597e+02
     0.17980   1.231255735e+02
     0.18004   1.333599729e+02
     0.18028   1.469152647e+02
     0.18052   1.212690190e+02
     0.18076   7.988419366e+01
     0.18100   1.099036358e+02
     0.18124   1.197245542e+02
     0.18148   1.220319709e+02
     0.18173   1.136586567e+02
     0.18197   9.586144475e+01
     0.18221   1.448154598e+02
     0.18246   1.232027181e+02
     0.18270   7.712096077e+01
     0.18294   1.019915655e+02
     0.18319   1.187881626e+02
     0.18343   1.418838638e+02
     0.18368   8.205988581e+01
     0.18392   1.286266285e+02
     0.18417   9.309181322e+01
     0.18441   1.069554192e+02
     0.18466   7.020490141e+01
     0.18490   8.566671947e+01
     0.18515   6.550923889e+01
     0.18540   1.401241680e+02
     0.18565   8.723027946e+01
     0.18589   1.587810228e+02
     0.18614   1.712155569e+02
     0.18639   1.286445127e+02
     0.18664   1.694564845e+02
     0.18689   1.768624038e+02
     0.18714   1.483542656e+02
     0.18739   1.516644303e+02
     0.18764   1.806962658e+02
     0.18789   2.178749575e+02
     0.18814   1.938491125e+02
     0.18839   1.716288041e+02
     0.18864   1.731058191e+02
     0.18889   2.399502719e+02
     0.18914   2.094473270e+02
     0.18940   2.253583618e+02
     0.18965   1.495324369e+02
     0.18990   1.932844922e+02
     0.19015   1.580666821e+02
     0.19041   2.227865353e+02
     0.19066   2.350375987e+02
     0.19092   1.699363799e+02
     0.19117   2.193225807e+02
     0.19143   2.271852277e+02
     0.19168   2.164049091e+02
     0.19194   2.701038857e+02
     0.19219   2.466226361e+02
     0.19245   2.325016871e+02
     0.19271   2.627373138e+02
     0.19296   2.230205225e+02
     0.19322   2.809307418e+02
     0.19348   3.080364199e+02
     0.19374   2.201184402e+02
     0.19400   1.964496482e+02
     0.19425   3.756841071e+02
     0.19451   3.315873785e+02
     0.19477   3.352604587e+02
     0.19503   3.043708304e+02
     0.19529   3.293370440e+02
     0.19555   3.828309161e+02
     0.19581   4.202367775e+02
     0.19608   4.057571276e+02
     0.19634   4.159365397e+02
     0.19660   4.695427982e+02
     0.19686   4.732291782e+02
     0.19712   4.896741201e+02
     0.19739   4.963714270e+02
     0.19765   3.802922656e+02
     0.19791   3.225844497e+02
     0.19818   4.011059070e+02
     0.19844   4.324627542e+02
     0.19871   4.267672182e+02
     0.19897   3.164252230e+02
     0.19924   5.035363984e+02
     0.19950   6.286517721e+02
     0.19977   4.810497627e+02
     0.20004   5.414036162e+02
     0.20030   5.432250126e+02
     0.20057   4.489030219e+02
     0.20084   4.054458866e+02
     0.20111   5.221505847e+02
     0.20138   5.829907391e+02
     0.20164   6.016114014e+02
     0.20191   6.737687460e+02
     0.20218   3.372039337e+02
     0.20245   4.470525060e+02
     0.20272   4.250915203e+02
     0.20299   5.892665954e+02
     0.20326   6.502666300e+02
     0.20353   6.082528452e+02
     0.20381   6.918337741e+02
     0.20408   6.371919022e+02
     0.20435   8.866605056e+02
     0.20462   8.726710971e+02
     0.20490   7.689503236e+02
     0.20517   7.049077798e+02
     0.20544   8.326446428e+02
     0.20572   7.487321946e+02
     0.20599   7.680681356e+02
     0.20627   7.303255525e+02
     0.20654   7.877100018e+02
     0.20682   8.101377924e+02
     0.20709   2.870617667e+03
     0.20737   2.785598371e+03
     0.20765   1.940325003e+03
     0.20792   1.442694220e+03
     0.20820   1.933199966e+03
     0.20848   8.561404437e+02
     0.20876   1.596952020e+03
     0.20904   1.717524254e+03
     0.20931   2.193251883e+03
     0.20959   1.960903478e+03
     0.20987   2.235045866e+03
     0.21015   1.365483143e+03
     0.21043   3.189243379e+03
     0.21071   2.896326882e+03
     0.21100   1.668339355e+03
     0.21128   3.473103920e+03
     0.21156   3.837028876e+03
     0.21184   4.835335411e+03
     0.21212   2.994597446e+03
     0.21241   8.163871335e+02
     0.21269   1.831266660e+03
     0.21297   3.703885525e+03
     0.21326   3.421364522e+03
     0.21354   3.182938543e+03
     0.21383   3.344099628e+03
     0.21411   3.125428568e+03
     0.21440   3.627469776e+03
     0.21468   2.419784192e+03
     0.21497   3.591643758e+03
     0.21526   2.945217245e+03
     0.21555   2.940277289e+03
     0.21583   2.572005924e+03
     0.21612   2.322255381e+03
     0.21641   2.931626802e+03
     0.21670   1.156280174e+03
     0.21699   2.686299981e+03
     0.21728   2.409623029e+03
     0.21757   2.575486366e+03
     0.21786   2.260893343e+03
     0.21815   6.191859800e+03
     0.21844   3.866431819e+03
     0.21873   2.553272503e+03
     0.21902   5.909729125e+03
     0.21931   3.662621987e+03
     0.21961   5.776145849e+03
     0.21990   5.192355601e+03
     0.22019   4.405466882e+03
     0.22049   5.598684478e+03
     0.22078   2.507900913e+03
     0.22108   1.658394688e+03
     0.22137   2.855927920e+03
     0.22167   1.794423468e+03
     0.22196   2.564894298e+03
     0.22226   4.327553897e+03
     0.22255   5.122734680e+03
     0.22285   5.449471111e+03
     0.22315   5.994232070e+03
     0.22345   9.144038126e+03
     0.22374   7.835998011e+03
     0.22404   1.021382813e+04
     0.22434   6.441264574e+03
     0.22464   7.122232361e+03
     0.22494   5.370009933e+03
     0.22524   4.835224271e+03
     0.22554   6.229018397e+03
     0.22584   5.458416533e+03
     0.22614   4.661280671e+03
     0.22645   3.982575492e+03
     0.22675   4.842422822e+03
     0.22705   5.657929141e+03
     0.22735   5.696557012e+03
     0.22766   6.440671560e+03
     0.22796   7.879533060e+03
     0.22826   8.746423160e+03
     0.22857   8.555847254e+03
     0.22887   5.711906722e+03
     0.22918   5.273610256e+03
     0.22948   9.975880413e+03
     0.22979   4.116151059e+03
     0.23010   6.272329811e+03
     0.23040   8.622357711e+03
     0.23071   1.295794860e+04
     0.23102   1.093736140e+04
     0.23133   3.741460588e+03
     0.23164   6.769339872e+03
     0.23195   5.679117268e+03
     0.23226   8.405802865e+03
     0.23257   8.752688957e+03
     0.23288   8.377783349e+03
     0.23319   4.497157387e+03
     0.23350   7.643743661e+03
     0.23381   5.978632214e+03
     0.23412   9.128661868e+03
     0.23443   2.558719036e+03
     0.23475   3.253266642e+03
     0.23506   8.520606821e+03
     0.23537   9.892056595e+03
     0.23569   6.440688175e+03
     0.23600   3.309248262e+03
     0.23632   6.911152199e+03
     0.23663   3.310852956e+03
     0.23695   5.548732979e+03
     0.23726   6.866486839e+03
     0.23758   5.951709816e+03
     0.23790   6.823041869e+03
     0.23821   2.167089085e+03
     0.23853   5.354888710e+03
     0.23885   4.482940926e+03
     0.23917   6.061732263e+03
     0.23949   4.132209457e+03
     0.23981   4.891604167e+03
     0.24013   6.411525828e+03
     0.24045   5.329538662e+03
     0.24077   4.980413964e+03
     0.24109   4.423435745e+03
     0.24141   6.432626721e+03
     0.24173   1.319112185e+04
     0.24206   1.553439701e+04
     0.24238   1.798434897e+04
     0.24270   2.431271353e+04
     0.24303   1.484812567e+04
     0.24335   1.469529576e+04
     0.24368   1.297161381e+04
     0.24400   7.591941293e+03
     0.24433   1.272709203e+04
     0.24465   1.609785664e+04
     0.24498   1.110908432e+04
     0.24531   1.279841445e+04
     0.24563   2.550734208e+04
     0.24596   1.748918500e+04
     0.24629   7.456424872e+03
     0.24662   1.294919821e+04
     0.24695   1.241462568e+04
     0.24728   8.620292389e+03
     0.24761   1.206765040e+04
     0.24794   9.875607806e+03
     0.24827   5.892879501e+03
     0.24860   5.581639210e+03
     0.24893   3.368327077e+03
     0.24926   5.190318772e+03
     0.24959   1.089892183e+04
     0.24993   1.410435984e+04
     0.25026   1.176254995e+04
     0.25059   1.021983867e+04
     0.25093   1.120991770e+04
     0.25126   7.239982906e+03
     0.25160   3.737875257e+03
     0.25193   4.894911849e+03
     0.25227   4.767987866e+03
     0.25261   5.802690389e+03
     0.25294   3.690532355e+03
     0.25328   1.251592866e+04
     0.25362   8.659202050e+03
     0.25396   1.368850504e+04
     0.25430   7.130976373e+03
     0.25464   8.309428172e+03
     0.25498   1.123556823e+04
     0.25532   3.779106088e+04
     0.25566   2.903758508e+04
     0.25600   2.460585384e+04
     0.25634   1.817185146e+04
     0.25668   3.089886834e+04
     0.25702   3.216822684e+04
     0.25737   3.835556875e+04
     0.25771   1.282166600e+04
     0.25805   3.217214217e+04
     0.25840   1.909644777e+04
     0.25874   1.535288771e+04
     0.25909   3.777261005e+04
     0.25943   1.890838185e+04
     0.25978   1.584684612e+04
     0.26013   1.293228156e+04
     0.26047   2.297137881e+04
     0.26082   1.397733119e+04
     0.26117   1.495836256e+04
     0.26152   1.670110210e+04
     0.26187   2.675571984e+04
     0.26222   2.820036731e+04
     0.26257   1.612463122e+04
     0.26292   1.575377269e+04
     0.26327   1.330498840e+04
     0.26362   4.686764295e+04
     0.26397   9.378235186e+04
     0.26432   5.671332707e+04
     0.26468   7.025315219e+04
     0.26503   8.989629910e+04
     0.26538   7.524593322e+04
     0.26574   7.661772498e+04
     0.26609   6.445900984e+04
     0.26645   7.868588451e+04
     0.26680   4.323564224e+04
     0.26716   6.966008030e+04
     0.26751   9.113022401e+04
     0.26787   5.982990319e+04
     0.26823   8.141897229e+04
     0.26859   1.259481123e+05
     0.26894   7.275290288e+04
     0.26930   8.739523394e+04
     0.26966   6.391383353e+04
     0.27002   9.350298101e+04
     0.27038   9.537273250e+04
     0.27074   6.854150703e+04
     0.27110   5.688055729e+04
     0.27147   6.224727339e+04
     0.27183   2.165054925e+04
     0.27219   2.824847396e+04
     0.27255   2.343693525e+04
     0.27292   6.062933067e+04
     0.27328   3.668738699e+04
     0.27365   2.259170922e+04
     0.27401   3.041143137e+04
     0.27438   2.007084360e+04
     0.27474   2.945035787e+04
     0.27511   3.048979482e+04
     0.27548   3.293340097e+04
     0.27584   5.897130696e+04
     0.27621   5.538280998e+04
     0.27658   7.375530906e+04
     0.27695   5.511626555e+04
     0.27732   5.984359386e+04
     0.27769   4.934197109e+04
     0.27806   2.163886292e+04
     0.27843   3.694880172e+04
     0.27880   3.091289403e+04
     0.27917   1.920431404e+04
     0.27955   6.773351574e+03
     0.27992   1.265639760e+04
     0.28029   7.993652982e+03
     0.28067   1.929552084e+04
     0.28104   4.201028777e+04
     0.28142   4.763357018e+04
     0.28179   7.592676290e+04
     0.28217   1.041107137e+05
     0.28254   8.878182424e+04
     0.28292   1.076654528e+05
     0.28330   8.650453262e+04
     0.28368   9.390195028e+04
     0.28406   8.905066831e+04
     0.28443   5.001498727e+04
     0.28481   3.296568332e+04
     0.28519   1.111955930e+04
     0.28557   2.321212883e+04
     0.28596   5.915941890e+04
     0.28634   9.273827812e+04
     0.28672   8.966987142e+04
     0.28710   1.464111093e+05
     0.28748   1.176121120e+05
     0.28787   1.110514938e+05
     0.28825   5.242818337e+04
     0.28864   1.738980862e+05
     0.28902   1.499733418e+05
     0.28941   1.206906464e+05
     0.28979   2.165430152e+05
     0.29018   2.306645499e+05
     0.29057   2.246554099e+05
     0.29096   2.120670774e+05
     0.29134   1.907842009e+05
     0.29173   2.070085109e+05
     0.29212   2.256940568e+05
     0.29251   1.611874880e+05
     0.29290   1.723160390e+05
     0.29329   2.118784930e+05
     0.29368   1.722987909e+05
     0.29408   1.406934641e+05
     0.29447   1.875082499e+05
     0.29486   1.231790963e+05
     0.29525   2.311763807e+05
     0.29565   1.770532842e+05
     0.29604   2.350010965e+05
     0.29644   2.153092373e+05
     0.29683   1.107484562e+05
     0.29723   1.212589850e+05
     0.29763   2.603096617e+05
     0.29802   2.126864800e+05
     0.29842   7.864629463e+04
     0.29882   1.535361480e+05
     0.29922   2.317282236e+05
     0.29962   1.336710106e+05
     0.30002   1.407117180e+05
     0.30042   1.184764286e+05
     0.30082   1.372638183e+05
     0.30122   1.870506235e+05
     0.30162   1.895774144e+05
     0.30202   4.915073454e+04
     0.30243   1.450626352e+05
     0.30283   2.030480725e+05
     0.30323   2.330608922e+05
     0.30364   2.015161630e+05
     0.30404   1.823268186e+05
     0.30445   2.059236865e+05
     0.30486   1.676596221e+05
     0.30526   2.141892316e+05
     0.30567   1.536690625e+05
     0.30608   1.672784774e+05
     0.30649   2.869035752e+05
     0.30689   2.203196111e+05
     0.30730   2.969801954e+05
     0.30771   2.624673194e+05
     0.30812   2.132057249e+05
     0.30854   3.313237869e+05
     0.30895   2.356234287e+05
     0.30936   1.527674027e+05
     0.30977   2.074556428e+05
     0.31019   1.173408956e+05
     0.31060   3.189197487e+05
     0.31101   3.245739525e+05
     0.31143   3.453858321e+05
     0.31184   2.729674008e+05
     0.31226   2.621536584e+05
     0.31268   3.027995437e+05
     0.31309   2.948048586e+05
     0.31351   2.531639262e+05
     0.31393   3.127546648e+05
     0.31435   2.437942861e+05
     0.31477   2.671672597e+05
     0.31519   3.697150853e+05
     0.31561   2.824607044e+05
     0.31603   1.604232077e+05
     0.31645   2.558243621e+05
     0.31687   2.447896110e+05
     0.31730   3.520645523e+05
     0.31772   3.321057579e+05
     0.31814   1.855819218e+05
     0.31857   2.412278420e+05
     0.31899   3.488676167e+05
     0.31942   2.230424609e+05
     0.31985   2.766978060e+05
     0.32027   2.956357262e+05
     0.32070   3.243692005e+05
     0.32113   2.068595483e+05
     0.32156   2.201300299e+05
     0.32198   2.924925427e+05
     0.32241   2.540957748e+05
     0.32284   1.673106328e+05
     0.32328   2.283902442e+05
     0.32371   2.406060811e+05
     0.32414   3.059856668e+05
     0.32457   3.221222420e+05
     0.32500   2.768307565e+05
     0.32544   3.442103329e+05
     0.32587   4.283811593e+05
     0.32631   4.086450847e+05
     0.32674   4.067578927e+05
     0.32718   3.567364661e+05
     0.32761   3.831569463e+05
     0.32805   3.401435540e+05
     0.32849   3.874355959e+05
     0.32893   3.820320320e+05
     0.32937   4.204909834e+05
     0.32981   4.592549089e+05
     0.33025   3.864996202e+05
     0.33069   3.376627662e+05
     0.33113   3.825234943e+05
     0.33157   3.034937246e+05
     0.33201   3.984254260e+05
     0.33245   3.471566167e+05
     0.33290   3.553103339e+05
     0.33334   4.288617401e+05
     0.33379   3.145680409e+05
     0.33423   3.549174494e+05
     0.33468   3.889143810e+05
     0.33513   3.367044798e+05
     0.33557   3.995132131e+05
     0.33602   1.919446937e+05
     0.33647   3.223414026e+05
     0.33692   2.380371728e+05
     0.33737   2.127381323e+05
     0.33782   3.742168757e+05
     0.33827   2.588043932e+05
     0.33872   3.401403254e+05
     0.33917   2.867893927e+05
     0.33962   3.209266381e+05
     0.34008   4.098845201e+05
     0.34053   3.029472786e+05
     0.34098   3.158143465e+05
     0.34144   2.322462153e+05
     0.34190   3.324055726e+05
     0.34235   3.199580784e+05
     0.34281   3.462878238e+05
     0.34327   3.767617172e+05
     0.34372   4.104357100e+05
     0.34418   1.867455844e+05
     0.34464   2.618090556e+05
