# Wavelength              Flux
#         um   erg s-1 cm-2 cm
     0.16686   2.153047684e+02
     0.16709   1.252647129e+02
     0.16731   2.247514194e+02
     0.16753   1.987828820e+02
     0.16775   2.520488148e+02
     0.16798   1.987506173e+02
     0.16820   3.577042869e+02
     0.16843   3.434245054e+02
     0.16865   2.697110288e+02
     0.16888   4.510150089e+02
     0.16910   6.042219392e+02
     0.16933   4.490234557e+02
     0.16955   4.153685980e+02
     0.16978   4.890804384e+02
     0.17001   5.856402852e+02
     0.17023   5.384391851e+02
     0.17046   7.603880389e+02
     0.17069   7.729840768e+02
     0.17092   8.660934860e+02
     0.17114   1.048782771e+03
     0.17137   8.703974072e+02
     0.17160   1.131438338e+03
     0.17183   1.058064034e+03
     0.17206   8.246457809e+02
     0.17229   8.921078073e+02
     0.17252   9.277595689e+02
     0.17275   1.266960315e+03
     0.17298   1.527702292e+03
     0.17321   9.308910387e+02
     0.17344   1.380110340e+03
     0.17367   1.162766651e+03
     0.17390   1.674317631e+03
     0.17414   8.950594224e+02
     0.17437   1.332078726e+03
     0.17460   1.195815947e+03
     0.17483   1.127726717e+03
     0.17507   1.315347695e+03
     0.17530   1.792337700e+03
     0.17553   1.809212887e+03
     0.17577   1.610339249e+03
     0.17600   2.002170023e+03
     0.17624   2.063727347e+03
     0.17647   1.380523456e+03
     0.17671   2.388108388e+03
     0.17694   1.061265681e+03
     0.17718   2.095320573e+03
     0.17742   1.899796798e+03
     0.17765   2.556124814e+03
     0.17789   3.941716784e+03
     0.17813   3.216889163e+03
     0.17837   3.168736717e+03
     0.17860   3.814895940e+03
     0.17884   3.022294232e+03
     0.17908   6.244587292e+03
     0.17932   5.026043553e+03
     0.17956   8.833369451e+03
     0.17980   7.960060816e+03
     0.18004   8.484560355e+03
     0.18028   8.955624763e+03
     0.18052   4.424975543e+03
     0.18076   1.655590730e+03
     0.18100   6.061738807e+03
     0.18124   6.472105725e+03
     0.18148   6.270404061e+03
     0.18173   4.251761884e+03
     0.18197   3.003254556e+03
     0.18221   7.393619836e+03
     0.18246   5.360737099e+03
     0.18270   2.567978910e+03
     0.18294   5.689395550e+03
     0.18319   4.723829341e+03
     0.18343   6.862038579e+03
     0.18368   2.979985064e+03
     0.18392   5.111812755e+03
     0.18417   4.210530732e+03
     0.18441   5.018894774e+03
     0.18466   2.228638778e+03
     0.18490   3.141373975e+03
     0.18515   1.924179708e+03
     0.18540   6.745700282e+03
     0.18565   4.468629411e+03
     0.18589   5.361309578e+03
     0.18614   8.615654272e+03
     0.18639   6.366426671e+03
     0.18664   9.021458962e+03
     0.18689   7.925636977e+03
     0.18714   6.551752385e+03
     0.18739   6.445274215e+03
     0.18764   7.089259573e+03
     0.18789   1.067044569e+04
     0.18814   8.161178700e+03
     0.18839   7.415001131e+03
     0.18864   7.524118585e+03
     0.18889   9.730362804e+03
     0.18914   8.683228934e+03
     0.18940   9.036011154e+03
     0.18965   5.762154945e+03
     0.18990   7.495931807e+03
     0.19015   5.677528460e+03
     0.19041   8.863594370e+03
     0.19066   7.903330666e+03
     0.19092   6.075336434e+03
     0.19117   8.505089196e+03
     0.19143   8.150294823e+03
     0.19168   7.990396943e+03
     0.19194   1.047776571e+04
     0.19219   8.500195302e+03
     0.19245   8.657802446e+03
     0.19271   7.885015946e+03
     0.19296   4.209632448e+03
     0.19322   5.835199549e+03
     0.19348   9.735489559e+03
     0.19374   6.450838450e+03
     0.19400   5.908799988e+03
     0.19425   1.303325672e+04
     0.19451   1.301521937e+04
     0.19477   1.126694104e+04
     0.19503   1.106305178e+04
     0.19529   1.110990826e+04
     0.19555   1.245660268e+04
     0.19581   1.533524436e+04
     0.19608   1.496446745e+04
     0.19634   1.556215787e+04
     0.19660   1.661131734e+04
     0.19686   1.686897218e+04
     0.19712   1.592359326e+04
     0.19739   1.803976824e+04
     0.19765   1.239773796e+04
     0.19791   9.594447224e+03
     0.19818   1.360623006e+04
     0.19844   1.338737504e+04
     0.19871   1.645067147e+04
     0.19897   1.138099440e+04
     0.19924   1.651947789e+04
     0.19950   2.274898474e+04
     0.19977   1.631215919e+04
     0.20004   1.610742059e+04
     0.20030   1.840303258e+04
     0.20057   1.448312496e+04
     0.20084   1.423398602e+04
     0.20111   1.473200253e+04
     0.20138   2.005860736e+04
     0.20164   1.783661673e+04
     0.20191   2.132750317e+04
     0.20218   9.286661150e+03
     0.20245   1.403314597e+04
     0.20272   1.351878132e+04
     0.20299   1.861282693e+04
     0.20326   2.063012398e+04
     0.20353   2.057285308e+04
     0.20381   2.086857186e+04
     0.20408   1.851232247e+04
     0.20435   2.864408898e+04
     0.20462   2.993907498e+04
     0.20490   2.587795180e+04
     0.20517   2.178331733e+04
     0.20544   2.423851584e+04
     0.20572   1.964616151e+04
     0.20599   2.331976745e+04
     0.20627   1.695801046e+04
     0.20654   2.128373739e+04
     0.20682   2.206990444e+04
     0.20709   5.711754586e+04
     0.20737   6.613484452e+04
     0.20765   4.901830156e+04
     0.20792   4.069738519e+04
     0.20820   6.038415747e+04
     0.20848   3.655577130e+04
     0.20876   5.317942062e+04
     0.20904   5.840898915e+04
     0.20931   6.313279425e+04
     0.20959   5.189245069e+04
     0.20987   5.487351495e+04
     0.21015   4.836587759e+04
     0.21043   7.223116348e+04
     0.21071   6.902805260e+04
     0.21100   4.991304009e+04
     0.21128   6.879947524e+04
     0.21156   7.599116090e+04
     0.21184   8.498572193e+04
     0.21212   7.078873413e+04
     0.21241   1.989475781e+04
     0.21269   4.302757583e+04
     0.21297   6.239711330e+04
     0.21326   6.132008512e+04
     0.21354   4.903320739e+04
     0.21383   5.769873837e+04
     0.21411   6.829160366e+04
     0.21440   6.614277042e+04
     0.21468   4.481988044e+04
     0.21497   7.115814100e+04
     0.21526   6.178608274e+04
     0.21555   5.707821332e+04
     0.21583   6.342739906e+04
     0.21612   5.705732664e+04
     0.21641   7.003197348e+04
     0.21670   2.786326779e+04
     0.21699   5.927149641e+04
     0.21728   5.653539366e+04
     0.21757   3.975609525e+04
     0.21786   6.646851606e+04
     0.21815   1.026676242e+05
     0.21844   7.138874151e+04
     0.21873   4.770164278e+04
     0.21902   9.879412499e+04
     0.21931   7.914898923e+04
     0.21961   1.073749793e+05
     0.21990   8.690761249e+04
     0.22019   7.552303660e+04
     0.22049   8.903282387e+04
     0.22078   4.650377426e+04
     0.22108   3.182186701e+04
     0.22137   6.207220228e+04
     0.22167   3.819833690e+04
     0.22196   4.788777799e+04
     0.22226   6.414248114e+04
     0.22255   6.280139594e+04
     0.22285   7.054907331e+04
     0.22315   8.231210696e+04
     0.22345   1.091234249e+05
     0.22374   1.051454374e+05
     0.22404   1.233800635e+05
     0.22434   8.899521485e+04
     0.22464   9.178387056e+04
     0.22494   6.084641446e+04
     0.22524   6.273205501e+04
     0.22554   7.318480282e+04
     0.22584   7.839491007e+04
     0.22614   6.586150069e+04
     0.22645   6.561532995e+04
     0.22675   6.955601847e+04
     0.22705   8.857955129e+04
     0.22735   9.454242075e+04
     0.22766   9.358409918e+04
     0.22796   9.072671651e+04
     0.22826   1.157032955e+05
     0.22857   1.011004093e+05
     0.22887   1.015164860e+05
     0.22918   8.184324164e+04
     0.22948   1.354875501e+05
     0.22979   4.775436968e+04
     0.23010   1.137358209e+05
     0.23040   9.580459933e+04
     0.23071   1.417090945e+05
     0.23102   1.431292064e+05
     0.23133   5.922339114e+04
     0.23164   8.347740208e+04
     0.23195   8.407336703e+04
     0.23226   1.318314722e+05
     0.23257   1.037321148e+05
     0.23288   8.628069599e+04
     0.23319   4.348145530e+04
     0.23350   6.722146922e+04
     0.23381   5.470778711e+04
     0.23412   7.831564715e+04
     0.23443   1.725428325e+04
     0.23475   3.091156076e+04
     0.23506   7.324219992e+04
     0.23537   9.067413304e+04
     0.23569   5.472386637e+04
     0.23600   2.461319070e+04
     0.23632   5.613201772e+04
     0.23663   2.670378232e+04
     0.23695   4.599723222e+04
     0.23726   6.659172145e+04
     0.23758   4.494242439e+04
     0.23790   5.894048617e+04
     0.23821   1.297073252e+04
     0.23853   4.210536641e+04
     0.23885   3.534480961e+04
     0.23917   5.370990221e+04
     0.23949   3.112339008e+04
     0.23981   3.301903779e+04
     0.24013   5.277833254e+04
     0.24045   3.728344305e+04
     0.24077   3.441522102e+04
     0.24109   3.137662368e+04
     0.24141   6.159104356e+04
     0.24173   1.076098843e+05
     0.24206   1.358416092e+05
     0.24238   1.425317499e+05
     0.24270   1.840506695e+05
     0.24303   1.001243177e+05
     0.24335   1.247943961e+05
     0.24368   1.267384665e+05
     0.24400   7.835523527e+04
     0.24433   1.395574801e+05
     0.24465   1.209507263e+05
     0.24498   1.164667455e+05
     0.24531   1.375528891e+05
     0.24563   1.998969865e+05
     0.24596   1.487160862e+05
     0.24629   8.429044232e+04
     0.24662   1.127356472e+05
     0.24695   1.243977769e+05
     0.24728   1.165148451e+05
     0.24761   1.500215594e+05
     0.24794   1.019319118e+05
     0.24827   9.924610531e+04
     0.24860   1.062565494e+05
     0.24893   5.446492614e+04
     0.24926   5.975818164e+04
     0.24959   1.355397322e+05
     0.24993   1.415708601e+05
     0.25026   1.372491848e+05
     0.25059   1.253375746e+05
     0.25093   1.590171517e+05
     0.25126   8.650558067e+04
     0.25160   4.401643370e+04
     0.25193   6.687354265e+04
     0.25227   5.443828780e+04
     0.25261   4.588603886e+04
     0.25294   3.843898209e+04
     0.25328   1.120173835e+05
     0.25362   7.777340748e+04
     0.25396   1.155285124e+05
     0.25430   6.800529748e+04
     0.25464   7.486485081e+04
     0.25498   8.354329555e+04
     0.25532   2.096778292e+05
     0.25566   1.626774366e+05
     0.25600   1.537465233e+05
     0.25634   9.836421776e+04
     0.25668   1.698888557e+05
     0.25702   1.889283204e+05
     0.25737   1.903105814e+05
     0.25771   8.446188861e+04
     0.25805   1.965008961e+05
     0.25840   1.134123552e+05
     0.25874   9.505335015e+04
     0.25909   1.895037166e+05
     0.25943   1.127164670e+05
     0.25978   9.064365583e+04
     0.26013   7.130099073e+04
     0.26047   1.315572314e+05
     0.26082   7.279635928e+04
     0.26117   7.716406458e+04
     0.26152   9.673775969e+04
     0.26187   1.292853536e+05
     0.26222   1.528325666e+05
     0.26257   1.012942060e+05
     0.26292   8.330036258e+04
     0.26327   7.576127738e+04
     0.26362   2.524024506e+05
     0.26397   3.572656646e+05
     0.26432   2.893083717e+05
     0.26468   2.916197327e+05
     0.26503   3.496980512e+05
     0.26538   3.403567114e+05
     0.26574   3.239552216e+05
     0.26609   2.730657254e+05
     0.26645   2.967938907e+05
     0.26680   2.161634022e+05
     0.26716   3.147366840e+05
     0.26751   3.494448165e+05
     0.26787   2.859392453e+05
     0.26823   3.356988228e+05
     0.26859   4.055731657e+05
     0.26894   3.120286416e+05
     0.26930   3.252276789e+05
     0.26966   3.162242916e+05
     0.27002   3.845414658e+05
     0.27038   3.631720354e+05
     0.27074   3.336037159e+05
     0.27110   2.600885456e+05
     0.27147   2.785597747e+05
     0.27183   1.702790498e+05
     0.27219   2.674041852e+05
     0.27255   1.863306360e+05
     0.27292   2.785189080e+05
     0.27328   2.261700308e+05
     0.27365   2.024815870e+05
     0.27401   1.597813248e+05
     0.27438   1.491393889e+05
     0.27474   1.344795784e+05
     0.27511   1.534540322e+05
     0.27548   1.504178984e+05
     0.27584   2.436300592e+05
     0.27621   2.637598963e+05
     0.27658   2.929879314e+05
     0.27695   2.688426393e+05
     0.27732   2.924035412e+05
     0.27769   2.710345646e+05
     0.27806   1.534878441e+05
     0.27843   1.870868180e+05
     0.27880   1.607573109e+05
     0.27917   8.620121989e+04
     0.27955   3.018947036e+04
     0.27992   5.650246964e+04
     0.28029   3.596422377e+04
     0.28067   8.939836991e+04
     0.28104   1.939410389e+05
     0.28142   2.475101422e+05
     0.28179   3.346203485e+05
     0.28217   4.332819041e+05
     0.28254   4.192259989e+05
     0.28292   4.393977435e+05
     0.28330   4.111024917e+05
     0.28368   4.060579590e+05
     0.28406   4.235277348e+05
     0.28443   3.394989629e+05
     0.28481   3.749888981e+05
     0.28519   1.231843983e+05
     0.28557   2.703934659e+05
     0.28596   4.785604173e+05
     0.28634   5.045944469e+05
     0.28672   4.069732294e+05
     0.28710   5.571023201e+05
     0.28748   4.609129863e+05
     0.28787   4.582824167e+05
     0.28825   3.575678676e+05
     0.28864   6.259420435e+05
     0.28902   4.667655278e+05
     0.28941   4.384052370e+05
     0.28979   6.183386941e+05
     0.29018   6.782488231e+05
     0.29057   6.889917295e+05
     0.29096   6.324136452e+05
     0.29134   6.722953416e+05
     0.29173   6.079144998e+05
     0.29212   6.783747330e+05
     0.29251   5.442841552e+05
     0.29290   5.357871109e+05
     0.29329   6.314733038e+05
     0.29368   6.495498524e+05
     0.29408   5.238263534e+05
     0.29447   6.475022331e+05
     0.29486   4.785131224e+05
     0.29525   6.731423084e+05
     0.29565   6.512373274e+05
     0.29604   7.188776563e+05
     0.29644   6.876969545e+05
     0.29683   6.193764048e+05
     0.29723   5.882438130e+05
     0.29763   8.613664088e+05
     0.29802   6.713235271e+05
     0.29842   4.741648487e+05
     0.29882   6.025994802e+05
     0.29922   7.856757401e+05
     0.29962   6.330545280e+05
     0.30002   6.606795036e+05
     0.30042   5.929658490e+05
     0.30082   6.674274700e+05
     0.30122   7.620577556e+05
     0.30162   7.288404702e+05
     0.30202   4.380639496e+05
     0.30243   7.894947659e+05
     0.30283   7.156284834e+05
     0.30323   7.566986354e+05
     0.30364   7.103592723e+05
     0.30404   7.091879742e+05
     0.30445   7.229721702e+05
     0.30486   7.066729994e+05
     0.30526   8.076850514e+05
     0.30567   6.802095422e+05
     0.30608   6.999883509e+05
     0.30649   8.224371459e+05
     0.30689   7.407635034e+05
     0.30730   8.278752255e+05
     0.30771   8.132329703e+05
     0.30812   7.585455171e+05
     0.30854   9.842793640e+05
     0.30895   7.812293323e+05
     0.30936   6.908720058e+05
     0.30977   7.477910395e+05
     0.31019   6.238319631e+05
     0.31060   8.359352271e+05
     0.31101   8.747909347e+05
     0.31143   8.957456840e+05
     0.31184   7.975560647e+05
     0.31226   7.595799907e+05
     0.31268   8.625687058e+05
     0.31309   7.868698342e+05
     0.31351   8.227856251e+05
     0.31393   8.757519298e+05
     0.31435   7.339809284e+05
     0.31477   8.074406577e+05
     0.31519   9.871233721e+05
     0.31561   8.353630037e+05
     0.31603   6.407624511e+05
     0.31645   7.792318366e+05
     0.31687   7.798085549e+05
     0.31730   9.861622195e+05
     0.31772   9.303813186e+05
     0.31814   6.387363388e+05
     0.31857   7.713666587e+05
     0.31899   9.285255622e+05
     0.31942   7.199787014e+05
     0.31985   8.421459265e+05
     0.32027   8.609855210e+05
     0.32070   1.000743836e+06
     0.32113   6.974803216e+05
     0.32156   7.508874510e+05
     0.32198   9.091773693e+05
     0.32241   8.675587178e+05
     0.32284   6.237781180e+05
     0.32328   7.474211535e+05
     0.32371   7.415470848e+05
     0.32414   8.605204735e+05
     0.32457   9.824200298e+05
     0.32500   8.392910407e+05
     0.32544   9.553571917e+05
     0.32587   1.059412577e+06
     0.32631   1.040549959e+06
     0.32674   1.018754735e+06
     0.32718   9.563992462e+05
     0.32761   9.883069629e+05
     0.32805   9.271011854e+05
     0.32849   1.011882780e+06
     0.32893   1.006873364e+06
     0.32937   1.127991825e+06
     0.32981   1.129080073e+06
     0.33025   1.017097114e+06
     0.33069   9.925852007e+05
     0.33113   1.066563197e+06
     0.33157   9.689988644e+05
     0.33201   1.125841848e+06
     0.33245   9.734855765e+05
     0.33290   1.008264675e+06
     0.33334   1.161502320e+06
     0.33379   9.292923154e+05
     0.33423   1.019109212e+06
     0.33468   1.076871548e+06
     0.33513   9.419368163e+05
     0.33557   1.088658373e+06
     0.33602   7.604179502e+05
     0.33647   1.026638880e+06
     0.33692   8.819526203e+05
     0.33737   8.089781837e+05
     0.33782   1.103974444e+06
     0.33827   8.618095461e+05
     0.33872   1.076935165e+06
     0.33917   9.982332379e+05
     0.33962   9.960969742e+05
     0.34008   1.125429036e+06
     0.34053   9.635051040e+05
     0.34098   9.685679965e+05
     0.34144   9.481840843e+05
     0.34190   1.006444017e+06
     0.34235   1.011830203e+06
     0.34281   1.045125795e+06
     0.34327   1.112380172e+06
     0.34372   1.207009563e+06
     0.34418   8.604932846e+05
     0.34464   1.011411327e+06
