# Passband info could be (1) a path to a filter file or
# (2) a tophat filter defined by a central wavelength, half-width,
# and optionally a name

# Comment lines (like this one) and blank lines are ignored,
# central-wavelength and half-width units are always microns

# @DEPTH_UNITS sets the depth and uncert units (none, percent, ppt, ppm)
# and also indicates that there's data and uncertainties to read
# as two columns before the passband info

@DEPTH_UNITS
percent

# depth    depth_err     wl  half_width    instrument
@DATA
    1.66744      0.00298     1.15000    0.00319    niriss
    1.67122      0.00321     1.15640    0.00321    niriss
    1.66819      0.00300     1.16285    0.00323    niriss
    1.66392      0.00297     1.16932    0.00325    niriss
    1.65874      0.00297     1.17584    0.00327    niriss
    1.65463      0.00325     1.18239    0.00328    niriss
    1.65631      0.00298     1.18898    0.00330    niriss
    1.64161      0.00300     1.19560    0.00332    niriss
    1.63266      0.00300     1.20226    0.00334    niriss
    1.62285      0.00301     1.20896    0.00336    niriss
    1.61798      0.00296     1.21569    0.00338    niriss
    1.60596      0.00297     1.22247    0.00340    niriss
    1.59578      0.00297     1.22928    0.00341    niriss
    1.59342      0.00299     1.23612    0.00343    niriss
    1.59711      0.00299     1.24301    0.00345    niriss
    1.58103      0.00300     1.24994    0.00347    niriss
    1.57913      0.00300     1.25690    0.00349    niriss
    1.57414      0.00282     1.26390    0.00351    niriss
    1.57518      0.00302     1.27094    0.00353    niriss
    1.57790      0.00303     1.27802    0.00355    niriss
    1.58577      0.00286     1.28514    0.00357    niriss
    1.59493      0.00307     1.29230    0.00359    niriss
    1.60791      0.00307     1.29950    0.00361    niriss
    1.62821      0.00289     1.30674    0.00363    niriss
    1.63090      0.00316     1.31402    0.00365    niriss
    1.64353      0.00292     1.32134    0.00367    niriss
    1.66691      0.00315     1.32870    0.00369    niriss
    1.67042      0.00296     1.33611    0.00371    niriss
    1.67726      0.00296     1.34355    0.00373    niriss
    1.68270      0.00298     1.35103    0.00375    niriss
    1.68838      0.00321     1.35856    0.00377    niriss
    1.68069      0.00302     1.36613    0.00379    niriss
    1.68353      0.00305     1.37374    0.00382    niriss
    1.68775      0.00305     1.38139    0.00384    niriss
    1.68527      0.00308     1.38909    0.00386    niriss
    1.69185      0.00310     1.39683    0.00388    niriss
    1.68755      0.00313     1.40461    0.00390    niriss
    1.67934      0.00317     1.41243    0.00392    niriss
    1.68630      0.00319     1.42030    0.00395    niriss
    1.67564      0.00326     1.42822    0.00397    niriss
    1.67304      0.00305     1.43617    0.00399    niriss
    1.66343      0.00328     1.44417    0.00401    niriss
    1.65356      0.00331     1.45222    0.00403    niriss
    1.65843      0.00313     1.46031    0.00406    niriss
    1.65015      0.00337     1.46844    0.00408    niriss
    1.65286      0.00337     1.47663    0.00410    niriss
    1.64708      0.00325     1.48485    0.00412    niriss
    1.63903      0.00343     1.49312    0.00415    niriss
    1.64024      0.00338     1.50144    0.00417    niriss
    1.64204      0.00329     1.50981    0.00419    niriss
    1.63507      0.00350     1.51822    0.00422    niriss
    1.63141      0.00332     1.52668    0.00424    niriss
    1.62968      0.00334     1.53518    0.00426    niriss
    1.61695      0.00334     1.54373    0.00429    niriss
    1.61539      0.00338     1.55233    0.00431    niriss
    1.61888      0.00343     1.56098    0.00434    niriss
    1.61612      0.00348     1.56968    0.00436    niriss
    1.62204      0.00359     1.57842    0.00438    niriss
    1.62316      0.00358     1.58722    0.00441    niriss
    1.63936      0.00356     1.59606    0.00443    niriss
    1.65862      0.00358     1.60495    0.00446    niriss
    1.67899      0.00365     1.61389    0.00448    niriss
    1.68394      0.00347     1.62288    0.00451    niriss
    1.68386      0.00366     1.63192    0.00453    niriss
    1.68981      0.00376     1.64102    0.00456    niriss
    1.67829      0.00356     1.65016    0.00458    niriss
    1.68641      0.00379     1.65935    0.00461    niriss
    1.69763      0.00368     1.66860    0.00463    niriss
    1.69425      0.00374     1.67789    0.00466    niriss
    1.69329      0.00396     1.68724    0.00469    niriss
    1.69642      0.00379     1.69664    0.00471    niriss
    1.69740      0.00387     1.70609    0.00474    niriss
    1.69438      0.00414     1.71559    0.00477    niriss
    1.69064      0.00396     1.72515    0.00479    niriss
    1.68859      0.00404     1.73476    0.00482    niriss
    1.69056      0.00408     1.74443    0.00485    niriss
    1.68839      0.00410     1.75415    0.00487    niriss
    1.68084      0.00418     1.76392    0.00490    niriss
    1.69054      0.00405     1.77375    0.00493    niriss
    1.68203      0.00428     1.78363    0.00495    niriss
    1.68556      0.00433     1.79356    0.00498    niriss
    1.68631      0.00440     1.80356    0.00501    niriss
    1.68357      0.00426     1.81360    0.00504    niriss
    1.68747      0.00450     1.82371    0.00507    niriss
    1.67152      0.00436     1.83387    0.00509    niriss
    1.67412      0.00469     1.84408    0.00512    niriss
    1.67331      0.00448     1.85436    0.00515    niriss
    1.67705      0.00453     1.86469    0.00518    niriss
    1.67105      0.00490     1.87508    0.00521    niriss
    1.65775      0.00468     1.88552    0.00524    niriss
    1.65830      0.00476     1.89603    0.00527    niriss
    1.65645      0.00477     1.90659    0.00530    niriss
    1.65812      0.00484     1.91721    0.00533    niriss
    1.66399      0.00492     1.92789    0.00536    niriss
    1.66193      0.00498     1.93863    0.00539    niriss
    1.65758      0.00514     1.94943    0.00542    niriss
    1.65688      0.00508     1.96029    0.00545    niriss
    1.65973      0.00494     1.97121    0.00548    niriss
    1.64367      0.00531     1.98219    0.00551    niriss
    1.66022      0.00531     1.99324    0.00554    niriss
    1.64058      0.00511     2.00434    0.00557    niriss
    1.64376      0.00516     2.01551    0.00560    niriss
    1.64267      0.00550     2.02674    0.00563    niriss
    1.65351      0.00532     2.03803    0.00566    niriss
    1.63761      0.00537     2.04938    0.00569    niriss
    1.63716      0.00575     2.06080    0.00572    niriss
    1.64236      0.00554     2.07228    0.00576    niriss
    1.65099      0.00559     2.08382    0.00579    niriss
    1.65621      0.00567     2.09543    0.00582    niriss
    1.66413      0.00573     2.10711    0.00585    niriss
    1.66508      0.00583     2.11885    0.00589    niriss
    1.66060      0.00565     2.13065    0.00592    niriss
    1.68163      0.00594     2.14252    0.00595    niriss
    1.68728      0.00601     2.15446    0.00598    niriss
    1.68108      0.00589     2.16646    0.00602    niriss
    1.68239      0.00622     2.17853    0.00605    niriss
    1.69610      0.00603     2.19066    0.00609    niriss
    1.74333      0.00638     2.20287    0.00612    niriss
    1.72186      0.00616     2.21514    0.00615    niriss
    1.72937      0.00626     2.22748    0.00619    niriss
    1.73168      0.00634     2.23989    0.00622    niriss
    1.72901      0.00670     2.25237    0.00626    niriss
    1.73147      0.00653     2.26492    0.00629    niriss
    1.72680      0.00664     2.27754    0.00633    niriss
    1.73634      0.00677     2.29022    0.00636    niriss
    1.73441      0.00665     2.30298    0.00640    niriss
    1.73877      0.00697     2.31581    0.00643    niriss
    1.73771      0.00722     2.32871    0.00647    niriss
    1.74997      0.00695     2.34169    0.00650    niriss
    1.73893      0.00745     2.35473    0.00654    niriss
    1.73737      0.00716     2.36785    0.00658    niriss
    1.72766      0.00768     2.38104    0.00661    niriss
    1.74340      0.00740     2.39431    0.00665    niriss
    1.72903      0.00750     2.40765    0.00669    niriss
    1.73244      0.00771     2.42106    0.00673    niriss
    1.71757      0.00772     2.43455    0.00676    niriss
    1.72175      0.00795     2.44811    0.00680    niriss
    1.70313      0.00796     2.46175    0.00684    niriss
    1.71155      0.00819     2.47546    0.00688    niriss
    1.69181      0.00835     2.48925    0.00691    niriss
    1.69894      0.00810     2.50312    0.00695    niriss
    1.68779      0.00850     2.51707    0.00699    niriss
    1.69802      0.00827     2.53109    0.00703    niriss
    1.68306      0.00875     2.54519    0.00707    niriss
    1.70208      0.00854     2.55937    0.00711    niriss
    1.70490      0.00888     2.57363    0.00715    niriss
    1.70027      0.00867     2.58797    0.00719    niriss
    1.70937      0.00870     2.60238    0.00723    niriss
    1.69454      0.00889     2.61688    0.00727    niriss
    1.70405      0.00907     2.63146    0.00731    niriss
    1.70523      0.00920     2.64612    0.00735    niriss
    1.70421      0.00903     2.66086    0.00739    niriss
    1.67762      0.00935     2.67569    0.00743    niriss
    1.68263      0.00942     2.69059    0.00747    niriss
    1.66876      0.00929     2.70558    0.00752    niriss
    1.69067      0.00943     2.72065    0.00756    niriss
    1.67807      0.00988     2.73581    0.00760    niriss
    1.65056      0.00971     2.75105    0.00764    niriss
    1.68124      0.00990     2.76638    0.00768    niriss
    1.67399      0.01012     2.78179    0.00773    niriss
    1.69246      0.01040     2.79729    0.00777    niriss
    1.67110      0.00446     2.87854    0.00800    nirspec
    1.67706      0.00442     2.89458    0.00804    nirspec
    1.68473      0.00435     2.91070    0.00809    nirspec
    1.66955      0.00430     2.92692    0.00813    nirspec
    1.67796      0.00420     2.94322    0.00818    nirspec
    1.67782      0.00403     2.95962    0.00822    nirspec
    1.67626      0.00404     2.97611    0.00827    nirspec
    1.67932      0.00392     2.99269    0.00831    nirspec
    1.68894      0.00397     3.00936    0.00836    nirspec
    1.68602      0.00388     3.02613    0.00841    nirspec
    1.69717      0.00387     3.04298    0.00845    nirspec
    1.70866      0.00377     3.05994    0.00850    nirspec
    1.71482      0.00384     3.07698    0.00855    nirspec
    1.72501      0.00378     3.09413    0.00859    nirspec
    1.72918      0.00386     3.11136    0.00864    nirspec
    1.73849      0.00377     3.12870    0.00869    nirspec
    1.75133      0.00377     3.14613    0.00874    nirspec
    1.74955      0.00378     3.16365    0.00879    nirspec
    1.75075      0.00379     3.18128    0.00884    nirspec
    1.76900      0.00374     3.19900    0.00889    nirspec
    1.76707      0.00382     3.21682    0.00894    nirspec
    1.75925      0.00377     3.23475    0.00899    nirspec
    1.76137      0.00376     3.25277    0.00904    nirspec
    1.74927      0.00376     3.27089    0.00909    nirspec
    1.73813      0.00378     3.28911    0.00914    nirspec
    1.76067      0.00377     3.30743    0.00919    nirspec
    1.79689      0.00375     3.32586    0.00924    nirspec
    1.78092      0.00375     3.34439    0.00929    nirspec
    1.75833      0.00383     3.36302    0.00934    nirspec
    1.75214      0.00378     3.38175    0.00939    nirspec
    1.75537      0.00377     3.40059    0.00945    nirspec
    1.75282      0.00382     3.41954    0.00950    nirspec
    1.75414      0.00383     3.43859    0.00955    nirspec
    1.75808      0.00379     3.45775    0.00960    nirspec
    1.75592      0.00380     3.47701    0.00966    nirspec
    1.75016      0.00382     3.49638    0.00971    nirspec
    1.74029      0.00386     3.51586    0.00977    nirspec
    1.74669      0.00387     3.53545    0.00982    nirspec
    1.73641      0.00382     3.55514    0.00988    nirspec
    1.73523      0.00386     3.57495    0.00993    nirspec
    1.74236      0.00396     3.59486    0.00999    nirspec
    1.73392      0.00392     3.61489    0.01004    nirspec
    1.72537      0.00390     3.63503    0.01010    nirspec
    1.72048      0.00401     3.65528    0.01015    nirspec
    1.71922      0.00399     3.67564    0.01021    nirspec
    1.72298      0.00407     3.69612    0.01027    nirspec
    1.71273      0.00502     3.71671    0.01032    nirspec
    1.69536      0.00635     3.82140    0.01062    nirspec
    1.70200      0.00424     3.84269    0.01067    nirspec
    1.70754      0.00431     3.86410    0.01073    nirspec
    1.69273      0.00435     3.88563    0.01079    nirspec
    1.69876      0.00433     3.90727    0.01085    nirspec
    1.69908      0.00437     3.92904    0.01091    nirspec
    1.69552      0.00444     3.95093    0.01097    nirspec
    1.69809      0.00449     3.97294    0.01104    nirspec
    1.69029      0.00449     3.99507    0.01110    nirspec
    1.68816      0.00462     4.01733    0.01116    nirspec
    1.68610      0.00461     4.03971    0.01122    nirspec
    1.68760      0.00469     4.06222    0.01128    nirspec
    1.69440      0.00474     4.08485    0.01135    nirspec
    1.67607      0.00472     4.10760    0.01141    nirspec
    1.67610      0.00484     4.13049    0.01147    nirspec
    1.67489      0.00484     4.15350    0.01154    nirspec
    1.67895      0.00492     4.17664    0.01160    nirspec
    1.67451      0.00495     4.19991    0.01167    nirspec
    1.68398      0.00503     4.22330    0.01173    nirspec
    1.68795      0.00503     4.24683    0.01180    nirspec
    1.69857      0.00511     4.27049    0.01186    nirspec
    1.70739      0.00530     4.29428    0.01193    nirspec
    1.70540      0.00541     4.31821    0.01200    nirspec
    1.69543      0.00547     4.34226    0.01206    nirspec
    1.70910      0.00563     4.36645    0.01213    nirspec
    1.69429      0.00574     4.39078    0.01220    nirspec
    1.69135      0.00593     4.41524    0.01226    nirspec
    1.69505      0.00590     4.43984    0.01233    nirspec
    1.69874      0.00606     4.46457    0.01240    nirspec
    1.69055      0.00610     4.48944    0.01247    nirspec
    1.70059      0.00622     4.51445    0.01254    nirspec
    1.68772      0.00640     4.53960    0.01261    nirspec
    1.68997      0.00634     4.56490    0.01268    nirspec
    1.69975      0.00657     4.59033    0.01275    nirspec
    1.67747      0.00657     4.61590    0.01282    nirspec
    1.69791      0.00661     4.64161    0.01289    nirspec
    1.67179      0.00679     4.66747    0.01297    nirspec
    1.67801      0.00674     4.69348    0.01304    nirspec
    1.69336      0.00690     4.71962    0.01311    nirspec
    1.68670      0.00692     4.74592    0.01318    nirspec
    1.68473      0.00704     4.77236    0.01326    nirspec
    1.68629      0.00715     4.79894    0.01333    nirspec
    1.69935      0.00729     4.82568    0.01340    nirspec
    1.67194      0.00739     4.85256    0.01348    nirspec
    1.70307      0.00738     4.87960    0.01355    nirspec
    1.68124      0.00750     4.90678    0.01363    nirspec
    1.67486      0.00762     4.93412    0.01371    nirspec
    1.69420      0.00766     4.96160    0.01378    nirspec
    1.68861      0.00782     4.98925    0.01386    nirspec
    1.68137      0.00793     5.01704    0.01394    nirspec
    1.68629      0.00790     5.04499    0.01401    nirspec
    1.67692      0.00802     5.07310    0.01409    nirspec
    1.68854      0.00804     5.10136    0.01417    nirspec
    1.67773      0.00816     5.12978    0.01425    nirspec
    1.67625      0.00840     5.15836    0.01433    nirspec
    1.69138      0.00701     5.05288    0.03158    miri
    1.68484      0.00623     5.11644    0.03198    miri
    1.67731      0.00613     5.18080    0.03238    miri
    1.67405      0.00620     5.24597    0.03279    miri
    1.69707      0.00635     5.31195    0.03320    miri
    1.68569      0.00644     5.37877    0.03362    miri
    1.68729      0.00655     5.44643    0.03404    miri
    1.68930      0.00671     5.51494    0.03447    miri
    1.70202      0.00689     5.58431    0.03490    miri
    1.71323      0.00701     5.65455    0.03534    miri
    1.70411      0.00512     5.72568    0.03579    miri
    1.71681      0.00739     5.79770    0.03624    miri
    1.70953      0.00741     5.87062    0.03669    miri
    1.70853      0.00536     5.94447    0.03715    miri
    1.71801      0.00785     6.01924    0.03762    miri
    1.71695      0.00569     6.09496    0.03809    miri
    1.72133      0.00813     6.17162    0.03857    miri
    1.70585      0.00580     6.24925    0.03906    miri
    1.70524      0.00589     6.32786    0.03955    miri
    1.71175      0.00846     6.40746    0.04005    miri
    1.72381      0.00612     6.48805    0.04055    miri
    1.70872      0.00628     6.56966    0.04106    miri
    1.69897      0.00632     6.65230    0.04158    miri
    1.70053      0.00652     6.73598    0.04210    miri
    1.69520      0.00670     6.82071    0.04263    miri
    1.71329      0.00676     6.90650    0.04317    miri
    1.71979      0.00574     6.99338    0.04371    miri
    1.72595      0.00719     7.08134    0.04426    miri
    1.74293      0.00720     7.17042    0.04482    miri
    1.76537      0.00604     7.26061    0.04538    miri
    1.76900      0.00768     7.35194    0.04595    miri
    1.76316      0.00644     7.44442    0.04653    miri
    1.75587      0.00661     7.53806    0.04711    miri
    1.77056      0.00687     7.63287    0.04771    miri
    1.77642      0.00859     7.72889    0.04831    miri
    1.76699      0.00722     7.82610    0.04891    miri
    1.74848      0.00746     7.92455    0.04953    miri
    1.74954      0.00666     8.02423    0.05015    miri
    1.74110      0.00793     8.12516    0.05078    miri
    1.74335      0.00812     8.22736    0.05142    miri
    1.74271      0.00717     8.33085    0.05207    miri
    1.73142      0.00849     8.43564    0.05272    miri
    1.72922      0.00752     8.54175    0.05339    miri
    1.72224      0.00770     8.64919    0.05406    miri
    1.71325      0.00798     8.75799    0.05474    miri
    1.73035      0.00828     8.86815    0.05543    miri
    1.71164      0.00860     8.97970    0.05612    miri
    1.69922      0.00897     9.09265    0.05683    miri
    1.71174      0.00835     9.20703    0.05754    miri
    1.68060      0.00973     9.32284    0.05827    miri
    1.69124      0.00913     9.44011    0.05900    miri
    1.68852      0.00928     9.55885    0.05974    miri
    1.66085      0.00978     9.67909    0.06049    miri
    1.67100      0.00951     9.80084    0.06126    miri
    1.67181      0.01076     9.92412    0.06203    miri
    1.67176      0.01059    10.04895    0.06281    miri
    1.66494      0.01148    10.17535    0.06360    miri
    1.65726      0.01226    10.30334    0.06440    miri
    1.66547      0.01368    10.43294    0.06521    miri
    1.67828      0.01505    10.56418    0.06603    miri
    1.66389      0.01558    10.69706    0.06686    miri
    1.69464      0.01739    10.83161    0.06770    miri
    1.68271      0.01936    10.96786    0.06855    miri
    1.66106      0.02202    11.10582    0.06941    miri
    1.68450      0.02290    11.24552    0.07028    miri
    1.61758      0.02526    11.38697    0.07117    miri
    1.64810      0.02829    11.53020    0.07206    miri
    1.62574      0.03117    11.67524    0.07297    miri
    1.67196      0.03646    11.82209    0.07389    miri
